timestamp,symbol,signal,action,signal_strength,confidence,price,position_size,trade_value,commission,margin_used,leverage,capital_after,available_margin,profit_loss,trade_return_pct,capital_before,mfe,mae,exit_reason
17:00 2024/02/05,BTCUSDT,WEAK_BUY,BUY,0.3,0.25,43022.6,0.15423215837636522,6635.800230385859,0.663580023038586,1327.093691392602,5.0,10207.749430689286,8672.906308607398,,,,,,
18:00 2024/02/05,BTCUSDT,TREND_REVERSAL,SELL,,,43126.343575,-0.15423215837636522,6651.469052452941,0.6651469052452941,1327.093691392602,,10222.753105851121,,15.003675161835943,1.130566384208462,10207.749430689286,0.00562115674461995,4.9997500125125086e-05,TREND_REVERSAL
20:00 2024/02/05,BTCUSDT,WEAK_BUY,BUY,0.2,0.2,43239.2,0.15367512624662874,6645.12175827917,0.664512175827917,1328.9579037606459,5.0,10222.088593675293,8671.042096239355,,,,,,
21:00 2024/02/05,BTCUSDT,TREND_REVERSAL,SELL,,,43425.8286,-0.15367512624662874,6673.469692469461,0.6673469692469461,1328.9579037606459,,10249.769180896337,,27.680587221044252,2.082879159882683,10222.088593675293,0.007551520701453859,0.0009565369388286955,TREND_REVERSAL
05:00 2024/02/06,BTCUSDT,BUY,BUY,0.7,0.55,42353.9,0.15730192420491662,6662.683085080998,0.6662683085080998,1332.4699935165238,5.0,10249.102912587829,8667.530006483476,,,,,,
07:00 2024/02/06,BTCUSDT,TREND_REVERSAL,SELL,,,42690.46537,-0.15730192420491662,6715.2923479043575,0.6715292347904358,1332.4699935165238,,10301.040646176398,,51.9377335885687,3.89785389849566,10249.102912587829,0.008501325776018257,0.0016459926781132823,TREND_REVERSAL
09:00 2024/02/06,BTCUSDT,WEAK_BUY,BUY,0.3,0.25,42647.4,0.1570008117731599,6696.011203835661,0.6696011203835661,1339.1352840029317,5.0,10300.371045056014,8660.864715997068,,,,,,
10:00 2024/02/06,BTCUSDT,TREND_REVERSAL,SELL,,,42830.85835,-0.1570008117731599,6724.479529891224,0.6724479529891224,1339.1352840029317,,10328.166923158587,,27.795878102573887,2.0756587056302993,10300.371045056014,0.0064354194465460176,0.0004954889028249063,TREND_REVERSAL
14:00 2024/02/06,BTCUSDT,BUY,BUY,0.5,0.4,42760.9,0.1569964266433373,6713.644165478086,0.6713644165478085,1342.6617000106164,5.0,10327.495558742039,8657.338299989384,,,,,,
16:00 2024/02/06,BTCUSDT,TREND_REVERSAL,SELL,,,43049.8474,-0.1569964266433373,6758.672209340964,0.6758672209340965,1342.6617000106164,,10371.847735383984,,44.35217664194471,3.3033024358700347,10327.495558742039,0.007304484650302235,0.0009175691623853968,TREND_REVERSAL
20:00 2024/02/06,BTCUSDT,BUY,BUY,0.6,0.5,42767.8,0.15763497369515356,6742.0381130509895,0.674203811305099,1348.340205599918,5.0,10371.17353157268,8651.659794400082,,,,,,
21:00 2024/02/06,BTCUSDT,TREND_REVERSAL,SELL,,,42855.157135,-0.15763497369515356,6755.471567677398,0.6755471567677398,1348.340205599918,,10383.93143904232,,12.757907469640353,0.9461935064054526,10371.17353157268,0.005187325919830314,0.0012050143614903812,TREND_REVERSAL
22:00 2024/02/06,BTCUSDT,BUY,BUY,0.5,0.4,42915.6,0.15727510358418637,6749.892913149278,0.6749892913149278,1349.9110870755017,5.0,10383.256449751005,8650.088912924499,,,,,,
23:00 2024/02/06,BTCUSDT,TREND_REVERSAL,SELL,,,43222.738755,-0.15727510358418637,6797.860714884851,0.6797860714884851,1349.9110870755017,,10430.54446541509,,47.288015664085144,3.503046690766255,10383.256449751005,0.007741651243827169,0.0008771611676200715,TREND_REVERSAL
11:00 2024/02/07,BTCUSDT,BUY,BUY,0.5,0.4,42790.6,0.15844259960177723,6780.192895214936,0.6780192895214936,1355.9707805039618,5.0,10429.866446125568,8644.029219496038,,,,,,
13:00 2024/02/07,BTCUSDT,TREND_REVERSAL,SELL,,,43011.149335,-0.15844259960177723,6814.798312497653,0.6814798312497653,1355.9707805039618,,10463.790383577036,,33.92393745146733,2.5018192087339166,10429.866446125568,0.005729020219145461,0.00031406098669101227,TREND_REVERSAL
16:00 2024/02/07,BTCUSDT,WEAK_BUY,BUY,0.3,0.25,42922.3,0.15845990893603262,6801.80382251254,0.6801803822512541,1360.2927498650147,5.0,10463.110203194785,8639.707250134985,,,,,,
17:00 2024/02/07,BTCUSDT,TREND_REVERSAL,SELL,,,43125.243630000004,-0.15845990893603262,6833.622178454022,0.6833622178454023,1360.2927498650147,,10494.245196918422,,31.134993723636565,2.2888450832900618,10463.110203194785,0.006228476059626303,0.0010168125380830716,TREND_REVERSAL
19:00 2024/02/07,BTCUSDT,BUY,BUY,0.5,0.4,42919.7,0.15893073292676732,6821.600440965875,0.6821600440965876,1364.251875599395,5.0,10493.563036874326,8635.748124400605,,,,,,
20:00 2024/02/07,BTCUSDT,TREND_REVERSAL,SELL,,,43059.8469,-0.15893073292676732,6843.533027531389,0.684353302753139,1364.251875599395,,10514.811270137086,,21.248233262760564,1.5575007550145377,10493.563036874326,0.00405280833123522,0.0012102458272216941,TREND_REVERSAL
23:00 2024/02/07,BTCUSDT,BUY,BUY,0.6,0.5,43047.2,0.15877054316167152,6834.969056955387,0.6834969056955387,1366.9254651178212,5.0,10514.12777323139,8633.074534882178,,,,,,
02:00 2024/02/08,BTCUSDT,TREND_REVERSAL,SELL,,,43640.017889999996,-0.15877054316167152,6928.749343980362,0.6928749343980363,1366.9254651178212,,10607.215185321968,,93.08741209057719,6.809984484600526,10514.12777323139,0.015520503872221215,0.0014042571301530946,TREND_REVERSAL
03:00 2024/02/08,BTCUSDT,BUY,BUY,0.5,0.4,43595.2,0.15815250005641168,6895.0346049528025,0.6895034604952803,1378.9379740918557,5.0,10606.525681861473,8621.062025908144,,,,,,
04:00 2024/02/08,BTCUSDT,TREND_REVERSAL,SELL,,,44106.694555,-0.15815250005641168,6975.58401309777,0.6975584013097771,1378.9379740918557,,10686.37753160513,,79.85184974365808,5.79082244770633,10606.525681861473,0.014737588440796654,4.9997500125139486e-05,TREND_REVERSAL
