symbol,total_return,sharpe_ratio,sortino_ratio,max_drawdown,total_trades,win_rate,hit_rate,exposure,cvar_5,avg_gain_per_trade_pct,avg_mfe,avg_mae,margin_calls,success_criteria_met
ETHUSDT,6.695680929396782,2.1306978242860084,0.10752630313619468,-0.009353602523086917,338,0.9881656804733728,0.03610911701363963,0.1185279007709,-8.990705660677226e-06,4.542049637289935,0.012003426184950955,0.0024708444127001434,0,True
