symbol,total_return,sharpe_ratio,sortino_ratio,max_drawdown,total_trades,win_rate,hit_rate,exposure,cvar_5,avg_gain_per_trade_pct,avg_mfe,avg_mae,margin_calls,success_criteria_met
BTCUSDT,6.700211744347955,2.1613977718601203,0.0824808971624947,-0.01357080804315238,370,0.972972972972973,0.0385418917945393,0.11926821229743276,-1.2445133843047685e-05,4.154124175158287,0.011385678456293657,0.0023985840037632922,0,True
